vid,session,single/multi,test/train,pred,color pair,initial nan,vel nan,correct,final nan
091224_Cam1_TrNum14_Coop_KL002B-KL002Y,091224_FiberPho_KL002B-KL005_TimeOut_NoTTL,multi,test,True,,-1,-1,False,-1
091224_Cam1_TrNum8_Coop_KL002B-KL005Y,091224_FiberPho_KL002B-KL005_TimeOut_NoTTL,multi,test,True,,-1,-1,False,-1
091224_Cam1_TrNum10_Coop_KL002B-KL008G,091224_FiberPho_KL002B-KL005_TimeOut_NoTTL,multi,test,True,,-1,-1,False,-1
092524_Cam1_TrNum8_Coop_KL005Y-KL006R,092524_FiberPho_KL005Y-KL003_2X_TimeOut,multi,test,True,,-1,-1,False,-1
092524_Cam1_TrNum10_Coop_KL005Y-KL005B,092524_FiberPho_KL005Y-KL003_2X_TimeOut,multi,test,True,,-1,-1,False,-1
092524_Cam1_TrNum12_Coop_KL005Y-KL003G,092524_FiberPho_KL005Y-KL003_2X_TimeOut,multi,test,True,,-1,-1,False,-1
101724_Cam2_TrNum6_Coop_HF004Y-HF003B,101724_FiberPho_HF004Y_HF001R_TimeOut,multi,test,True,,-1,-1,False,-1
101724_Cam2_TrNum4_Coop_HF004Y-HF003B,101724_FiberPho_HF004Y_HF001R_TimeOut,multi,test,True,,-1,-1,False,-1
101724_Cam2_TrNum5_Coop_HF004Y-HF001R,101724_FiberPho_HF004Y_HF001R_TimeOut,multi,test,True,,-1,-1,False,-1
052824_Cam4_TrNum12_Coop_EB011Y-EB015R,052824_EB011Y-015R-023B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
052824_Cam4_TrNum9_Coop_EB011Y-EB023B,052824_EB011Y-015R-023B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
100224_Cam1_TrNum12_Coop_KL006G-KL006R,100224_FiberPho_KL006G-KL008_TimeOut,multi,test,True,,-1,-1,False,-1
100224_Cam1_TrNum14_Coop_KL006G-KL005B,100224_FiberPho_KL006G-KL008_TimeOut,multi,test,True,,-1,-1,False,-1
050524_Cam4_TrNum8_Coop_KL005Y-KL005B,050524_KL005_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
050524_Cam4_TrNum5_Coop_KL005Y-KL005B,050524_KL005_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
101824_Cam2_TrNum5_Coop_KL006G-HF001R,101824_FiberPho_HF006G_HF001R_TimeOut,multi,test,True,,-1,-1,False,-1
101824_Cam2_TrNum4_Coop_KL006G-KL008Y,101824_FiberPho_HF006G_HF001R_TimeOut,multi,test,True,,-1,-1,False,-1
050824_Cam1_TrNum11_Coop_EB015R-EB009B,050824_EB015R-011Y-009B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
050824_Cam1_TrNum7_Coop_EB015R-EB011Y,050824_EB015R-011Y-009B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
042424_Cam3_TrNum12_Coop_KL006G-KL006R,042424_KL006_TimeOut,multi,test,True,,-1,-1,False,-1
042424_Cam3_TrNum5_Coop_KL006G-KL006R,042424_KL006_TimeOut,multi,test,True,,-1,-1,False,-1
090924_Cam2_TrNum12_Coop_KL008B-KL008G,090924_FiberPho_KL008B-KL003_TimeOut,multi,test,True,,-1,-1,False,-1
090924_Cam2_TrNum8_Coop_KL008B-KL003G,090924_FiberPho_KL008B-KL003_TimeOut,multi,test,True,,-1,-1,False,-1
090924_Cam2_TrNum14_Coop_KL008B-KL002Y,090924_FiberPho_KL008B-KL003_TimeOut,multi,test,True,,-1,-1,False,-1
042324_Cam4_TrNum5_Coop_KL002B-KL002Y,042324_KL002_TimeOut,multi,test,True,,-1,-1,False,-1
042324_Cam4_TrNum7_Coop_KL002B-KL002Y,042324_KL002_TimeOut,multi,test,True,,-1,-1,False,-1
052124_Cam3_TrNum8_Coop_EB001R-EB003B,052124_EB001R-031B-003B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052124_Cam3_TrNum10_Coop_EB001R-EB031B,052124_EB001R-031B-003B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052024_Cam3_TrNum7_Coop_EB031B-EB019Y,052024_EB031B-001R-EB019Y_TimeOut_VEH_BAD,multi,test,True,,-1,-1,False,-1
101724_Cam1_TrNum7_Coop_HF008Y-HF006G,101724_FiberPho_HF008Y_HF002G_TimeOut,multi,test,True,,-1,-1,False,-1
101724_Cam1_TrNum4_Coop_HF008Y-HF006G,101724_FiberPho_HF008Y_HF002G_TimeOut,multi,test,True,,-1,-1,False,-1
101724_Cam1_TrNum6_Coop_HF008Y-HF002G,101724_FiberPho_HF008Y_HF002G_TimeOut,multi,test,True,,-1,-1,False,-1
100324_Cam1_TrNum5_Coop_KL002B-KL002Y,100324_FiberPho_KL002B_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
091324_Cam1_TrNum14_Coop_KL006G-KL002B,091324_FiberPho_KL006G-KL002_TimeOut,multi,test,True,,-1,-1,False,-1
091324_Cam1_TrNum12_Coop_KL006G-KL002Y,091324_FiberPho_KL006G-KL002_TimeOut,multi,test,True,,-1,-1,False,-1
091324_Cam1_TrNum8_Coop_KL006G-KL006R,091324_FiberPho_KL006G-KL002_TimeOut,multi,test,True,,-1,-1,False,-1
091824_Cam1_TrNum8_Coop_KL006G-KL006R,091824_FiberPho_KL006G-KL003_TimeOut,multi,test,True,,-1,-1,False,-1
091824_Cam1_TrNum14_Coop_KL006G-KL003B,091824_FiberPho_KL006G-KL003_TimeOut,multi,test,True,,-1,-1,False,-1
091824_Cam1_TrNum10_Coop_KL006G-KL001Y,091824_FiberPho_KL006G-KL003_TimeOut,multi,test,True,,-1,-1,False,-1
092624_Cam1_TrNum8_Coop_KL003B-KL003G,092624_FiberPho_KL003B-KL005_2X_TimeOut,multi,test,True,,-1,-1,False,-1
092624_Cam1_TrNum12_Coop_KL003B-KL001Y,092624_FiberPho_KL003B-KL005_2X_TimeOut,multi,test,True,,-1,-1,False,-1
092624_Cam1_TrNum10_Coop_KL003B-KL005Y,092624_FiberPho_KL003B-KL005_2X_TimeOut,multi,test,True,,-1,-1,False,-1
042624_Cam4_TrNum7_Coop_KL004G-KL004R,042624_KL004_TimeOut,multi,test,True,,-1,-1,False,-1
042624_Cam4_TrNum9_Coop_KL004G-KL004R,042624_KL004_TimeOut,multi,test,True,,-1,-1,False,-1
051324_Cam4_TrNum9_Coop_EB021R-EB027Y,051324_EB021R-023B-027Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051324_Cam4_TrNum7_Coop_EB021R-EB023B,051324_EB021R-023B-027Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
091124_Cam2_TrNum8_Coop_KL007Y-KL004R,091124_FiberPho_KL007Y-KL004_TimeOut,multi,test,True,,-1,-1,False,-1
091124_Cam2_TrNum12_Coop_KL007Y-KL007G,091124_FiberPho_KL007Y-KL004_TimeOut,multi,test,True,,-1,-1,False,-1
091124_Cam2_TrNum14_Coop_KL007Y-KL004G,091124_FiberPho_KL007Y-KL004_TimeOut,multi,test,True,,-1,-1,False,-1
092424_Cam1_TrNum8_Coop_KL002B-KL002Y,092424_FiberPho_KL002B-KL001_TimeOut,multi,test,True,,-1,-1,False,-1
092424_Cam1_TrNum10_Coop_KL002B-KL001Y,092424_FiberPho_KL002B-KL001_TimeOut,multi,test,True,,-1,-1,False,-1
092424_Cam1_TrNum14_Coop_KL002B-KL006R,092424_FiberPho_KL002B-KL001_TimeOut,multi,test,True,,-1,-1,False,-1
052424_Cam3_TrNum10_Coop_EB027Y-EB017B,052424_EB027Y-029R-017B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052424_Cam3_TrNum12_Coop_EB027Y-EB029R,052424_EB027Y-029R-017B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
091824_Cam2_TrNum8_Coop_KL008G-KL003B,091824_FiberPho_KL008G-KL001_TimeOut,multi,test,True,,-1,-1,False,-1
091824_Cam2_TrNum14_Coop_KL008G-KL001Y,091824_FiberPho_KL008G-KL001_TimeOut,multi,test,True,,-1,-1,False,-1
091824_Cam2_TrNum12_Coop_KL008G-KL008B,091824_FiberPho_KL008G-KL001_TimeOut,multi,test,True,,-1,-1,False,-1
041924_Cam4_TrNum12_Coop_KL002B-KL002Y,041924_KL002_TimeOut,multi,test,True,,-1,-1,False,-1
041924_Cam4_TrNum5_Coop_KL002B-KL002Y,041924_KL002_TimeOut,multi,test,True,,-1,-1,False,-1
100224_Cam2_TrNum12_Coop_KL002Y-KL002B,100224_FiberPho_KL002Y-KL003_TimeOut,multi,test,True,,-1,-1,False,-1
100224_Cam2_TrNum10_Coop_KL002Y-KL003B,100224_FiberPho_KL002Y-KL003_TimeOut,multi,test,True,,-1,-1,False,-1
100224_Cam2_TrNum8_Coop_KL002Y-KL006R,100224_FiberPho_KL002Y-KL003_TimeOut,multi,test,True,,-1,-1,False,-1
041624_Cam3_TrNum7_Coop_KL002B-KL002Y,041624_KL002_TimeOut,multi,test,True,,-1,-1,False,-1
041624_Cam3_TrNum9_Coop_KL002B-KL002Y,041624_KL002_TimeOut,multi,test,True,,-1,-1,False,-1
052924_Cam2_TrNum8_Coop_EB001R-EB031B,052924_EB001R-031B-033Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052924_Cam2_TrNum10_Coop_EB001R-EB033Y,052924_EB001R-031B-033Y_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
051024_Cam3_TrNum9_Coop_EB011Y-EB015R,051024_EB011Y-015R-009B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
051024_Cam3_TrNum7_Coop_EB011Y-EB009B,051024_EB011Y-015R-009B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
051324_Cam2_TrNum7_Coop_EB007R-EB005Y,051324_EB007R-005Y-009B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051324_Cam2_TrNum11_Coop_EB007R-EB009B,051324_EB007R-005Y-009B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
042924_Cam4_TrNum12_Coop_KL005Y-KL005B,042924_KL005_TimeOut,multi,test,True,,-1,-1,False,-1
042924_Cam4_TrNum5_Coop_KL005Y-KL005B,042924_KL005_TimeOut,multi,test,True,,-1,-1,False,-1
050124_Cam2_TrNum6_Coop_KL005Y-KL005B,050124_KL005_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
050124_Cam2_TrNum8_Coop_KL005Y-KL005B,050124_KL005_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
050124_Cam1_TrNum10_Coop_KL007Y-KL007G,050124_KL007_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
050124_Cam1_TrNum8_Coop_KL007Y-KL007G,050124_KL007_TimeOut_Translucent,multi,test,True,,-1,-1,False,-1
051524_Cam1_TrNum11_Coop_EB001R-EB031B,051524_EB001R-031B-019Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051524_Cam1_TrNum7_Coop_EB001R-EB019Y,051524_EB001R-031B-019Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051524_Cam4_TrNum9_Coop_EB021R-EB009B,051524_EB021R-023B-009B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051524_Cam4_TrNum7_Coop_EB021R-EB023B,051524_EB021R-023B-009B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
050824_Cam3_TrNum7_Coop_EB007R-EB003B,050824_EB007R-005Y-003B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
050824_Cam3_TrNum10_Coop_EB007R-EB005Y,050824_EB007R-005Y-003B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052124_Cam1_TrNum9_Coop_EB007R-EB005Y,052124_EB007R-005Y-023B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052124_Cam1_TrNum7_Coop_EB007R-EB023B,052124_EB007R-005Y-023B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
050524_Cam2_TrNum7_Coop_KL007Y-KL007G,050524_KL007_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
050524_Cam2_TrNum12_Coop_KL007Y-KL007G,050524_KL007_TimeOut_Opaque,multi,test,True,,-1,-1,False,-1
092524_Cam2_TrNum12_Coop_KL006G-KL006R,092524_FiberPho_KL006G-KL002_2X_TimeOut,multi,test,True,,-1,-1,False,-1
092524_Cam2_TrNum14_Coop_KL006G-KL002Y,092524_FiberPho_KL006G-KL002_2X_TimeOut,multi,test,True,,-1,-1,False,-1
092524_Cam2_TrNum8_Coop_KL006G-KL002B,092524_FiberPho_KL006G-KL002_2X_TimeOut,multi,test,True,,-1,-1,False,-1
052424_Cam2_TrNum12_Coop_EB011Y-EB015R,052424_EB011Y-015R-003B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052424_Cam2_TrNum7_Coop_EB011Y-EB003B,052424_EB011Y-015R-003B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052924_Cam1_TrNum7_Coop_EB029R-EB027Y,052924_EB029R-027Y-023B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
052924_Cam1_TrNum10_Coop_EB029R-EB023B,052924_EB029R-027Y-023B_TimeOut_CNO,multi,test,True,,-1,-1,False,-1
051524_Cam2_TrNum11_Coop_EB007R-EB027Y,051524_EB007R-005Y-027Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051524_Cam2_TrNum7_Coop_EB007R-EB005Y,051524_EB007R-005Y-027Y_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051324_Cam3_TrNum8_Coop_EB015R-EB011Y,051324_EB015R-011Y-003B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
051324_Cam3_TrNum12_Coop_EB015R-EB003B,051324_EB015R-011Y-003B_TimeOut_VEH,multi,test,True,,-1,-1,False,-1
